#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
MK241422	2014-09-13	2014.701000	2014.701000	2014.701000
NODE_0001920	2013-10-26	2013.816799	2013.416749	2014.195647
NODE_0001922	2014-04-12	2014.277581	2013.947104	2014.468793
MK241418	2014-07-03	2014.504000	2014.504000	2014.504000
KT711087	2014-09-10	2014.693000	2014.693000	2014.693000
NODE_0002259	2013-12-25	2013.981280	2013.609388	2014.299328
KT803605	2014-10-06	2014.764000	2014.764000	2014.764000
KT803600	2014-10-25	2014.814000	2014.814000	2014.814000
NODE_0001923	2013-01-02	2013.003755	2012.421981	2013.649114
KP196362	2014-07-29	2014.575000	2014.575000	2014.575000
NODE_0001937	2013-03-22	2013.219465	2012.702153	2013.813980
MF045415	2014-01-01	2014.000000	2014.000000	2014.896422
NODE_0001938	2013-06-06	2013.427678	2012.963316	2013.965020
KX789231	2015-07-30	2015.578000	2015.504476	2015.578000
NODE_0001939	2013-11-19	2013.883591	2013.420224	2014.395040
MF045417	2014-12-30	2014.997000	2014.455843	2014.997000
KP455183	2014-09-17	2014.710177	2014.000000	2014.997000
NODE_0001985	2013-08-12	2013.613193	2013.084879	2014.135054
KT711088	2014-09-09	2014.690000	2014.690000	2014.690000
NODE_0001986	2013-12-24	2013.978450	2013.609019	2014.347434
KT762412	2014-06-08	2014.433000	2014.433000	2014.433000
KT959197	2014-06-01	2014.414000	2014.414000	2014.483847
NODE_0002269	2014-02-12	2014.116652	2013.834006	2014.395446
KT762416	2014-06-20	2014.468000	2014.468000	2014.468000
NODE_0001987	2014-06-20	2014.467040	2014.203506	2014.646482
KT285481	2014-09-09	2014.690000	2014.690000	2014.690000
KT280498	2014-10-20	2014.800000	2014.800000	2014.800000
NODE_0002559	2014-01-27	2014.071605	2013.780308	2014.355630
KT762426	2014-09-05	2014.677000	2014.677000	2014.677000
NODE_0002560	2014-02-25	2014.153421	2013.920208	2014.365392
KT285482	2014-09-17	2014.712000	2014.712000	2014.712000
NODE_0002561	2014-03-27	2014.234299	2014.039988	2014.382369
KT959202	2014-08-28	2014.655000	2014.588743	2014.655000
NODE_0002267	2014-04-30	2014.326301	2014.150484	2014.424331
KY767828	2014-07-22	2014.556000	2014.556000	2014.556000
NODE_0002268	2014-06-10	2014.441000	2014.270092	2014.441000
KT762427	2014-09-29	2014.745000	2014.745000	2014.745000
KT762414	2014-06-10	2014.441000	2014.441000	2014.441000
NODE_0001996	2013-03-29	2013.238923	2012.692970	2013.814204
NODE_0002025	2013-07-09	2013.518658	2013.094185	2013.956974
KT036450	2014-01-01	2014.000000	2014.000000	2014.684630
KT036449	2013-11-06	2013.849000	2013.849000	2013.977692
NODE_0002027	2013-09-09	2013.688714	2013.306762	2014.075111
KT711086	2014-08-12	2014.611000	2014.611000	2014.611000
NODE_0002028	2014-01-10	2014.026357	2013.650290	2014.410409
NODE_0002029	2015-03-10	2015.187213	2014.854957	2015.419329
LC481218	2015-08-13	2015.614000	2015.614000	2015.614000
LC481219	2015-08-16	2015.622000	2015.622000	2015.622000
NODE_0002030	2014-07-03	2014.503319	2014.041702	2015.004361
NODE_0002374	2014-10-05	2014.760012	2014.400723	2015.196090
LC481181	2015-09-18	2015.715000	2015.715000	2015.715000
NODE_0002032	2015-03-24	2015.226407	2014.865347	2015.506323
LC481138	2015-10-06	2015.762000	2015.762000	2015.762000
LC481165	2015-10-05	2015.759000	2015.759000	2015.759000
NODE_0002033	2014-09-30	2014.746366	2014.325060	2015.186316
LC481168	2015-10-20	2015.800000	2015.800000	2015.800000
NODE_0002034	2014-12-03	2014.922922	2014.550883	2015.302582
NODE_0002576	2014-12-27	2014.987762	2014.668670	2015.314115
LC481200	2015-09-17	2015.712000	2015.712000	2015.712000
NODE_0002577	2015-02-03	2015.092564	2014.832483	2015.351472
LC481167	2015-10-13	2015.781000	2015.781000	2015.781000
NODE_0002587	2015-03-20	2015.214959	2014.979953	2015.426570
LC481164	2015-10-02	2015.751000	2015.751000	2015.751000
NODE_0002589	2015-05-02	2015.333705	2015.068310	2015.548149
LC481206	2015-09-17	2015.710000	2015.710000	2015.710000
NODE_0002043	2015-09-21	2015.721000	2015.532530	2015.721000
LC481192	2015-09-21	2015.721000	2015.721000	2015.721000
LC481198	2015-10-02	2015.751000	2015.751000	2015.751000
NODE_0002380	2015-01-20	2015.053894	2014.769159	2015.341639
NODE_0002383	2015-03-04	2015.172493	2014.922340	2015.408644
LC481197	2015-09-29	2015.745000	2015.745000	2015.745000
NODE_0002040	2015-09-09	2015.690000	2015.461892	2015.690000
LC481137	2015-09-21	2015.723000	2015.723000	2015.723000
LC481156	2015-09-09	2015.690000	2015.690000	2015.690000
NODE_0002385	2015-04-12	2015.276929	2014.832896	2015.647000
NODE_0002386	2015-07-01	2015.498300	2015.183035	2015.701000
LC481158	2015-09-14	2015.704000	2015.704000	2015.704000
NODE_0002387	2015-08-18	2015.628246	2015.423581	2015.701000
LC481157	2015-09-13	2015.701000	2015.701000	2015.701000
NODE_0002388	2015-09-17	2015.710000	2015.566489	2015.710000
LC481161	2015-09-17	2015.710000	2015.710000	2015.710000
LC481183	2015-09-22	2015.726000	2015.726000	2015.726000
NODE_0002390	2015-06-22	2015.473638	2015.185011	2015.647000
LC481182	2015-09-22	2015.726000	2015.726000	2015.726000
NODE_0002394	2015-08-09	2015.605311	2015.398966	2015.647000
LC481136	2015-08-25	2015.647000	2015.647000	2015.647000
NODE_0002395	2015-08-24	2015.646468	2015.485633	2015.740000
LC481166	2015-10-07	2015.767000	2015.767000	2015.767000
NODE_0002396	2015-09-28	2015.740000	2015.619415	2015.740000
LC481184	2015-10-13	2015.781000	2015.781000	2015.781000
LC481162	2015-09-28	2015.740000	2015.740000	2015.740000
NODE_0002617	2013-05-27	2013.401675	2012.810272	2014.047311
NODE_0002003	2013-11-25	2013.900849	2013.395619	2014.473050
KT285485	2014-08-10	2014.608000	2014.608000	2014.608000
NODE_0002339	2014-02-01	2014.085213	2013.655203	2014.539593
KP240936	2014-08-10	2014.608000	2014.608000	2014.608000
NODE_0002005	2014-09-24	2014.728790	2014.305920	2015.111752
NODE_0002007	2015-12-26	2015.984733	2015.648497	2016.182873
KX890306	2016-05-05	2016.342000	2016.342000	2016.342000
KX890305	2016-06-22	2016.473000	2016.473000	2016.473000
NODE_0002342	2014-11-24	2014.897371	2014.457363	2015.278674
KU982561	2015-11-30	2015.915000	2015.915000	2015.981318
MK241424	2016-04-20	2016.303000	2016.303000	2016.303000
NODE_0002343	2013-07-20	2013.549871	2013.085175	2014.059603
NODE_0002345	2013-10-05	2013.760572	2013.417728	2014.137107
NODE_0002346	2014-01-10	2014.026695	2013.691532	2014.255384
KT762425	2014-09-02	2014.671000	2014.671000	2014.671000
KT762407	2014-04-29	2014.326000	2014.326000	2014.326000
NODE_0001999	2014-03-14	2014.198774	2013.863459	2014.501000
MK241419	2014-07-02	2014.501000	2014.501000	2014.501000
NODE_0002000	2014-11-04	2014.842242	2014.460021	2015.181603
KX830888	2015-09-29	2015.745000	2015.674199	2015.745000
KX830889	2015-09-29	2015.745000	2015.681636	2015.745000
NODE_0002349	2013-09-06	2013.679534	2013.309277	2014.084063
KT762421	2014-07-02	2014.501000	2014.501000	2014.501000
NODE_0002350	2013-10-08	2013.769137	2013.453879	2014.103578
MK241420	2014-07-06	2014.510000	2014.510000	2014.510000
NODE_0002351	2013-11-04	2013.842853	2013.558747	2014.128236
NODE_0001998	2014-05-21	2014.384707	2014.160610	2014.477000
KY767827	2014-06-24	2014.477000	2014.477000	2014.477000
KT762419	2014-07-02	2014.499000	2014.499000	2014.499000
NODE_0002009	2014-04-27	2014.318360	2013.966201	2014.687113
NODE_0002018	2014-07-01	2014.497015	2014.174571	2014.834509
KX789221	2015-09-29	2015.745000	2015.682341	2015.745000
LC107897	2015-07-26	2015.567000	2015.567000	2015.567000
NODE_0002355	2014-07-03	2014.501603	2013.998310	2015.037660
NODE_0002356	2014-09-12	2014.697601	2014.303160	2015.149510
LC413954	2015-06-19	2015.463981	2015.000000	2015.997000
NODE_0002021	2015-04-29	2015.324571	2014.937803	2015.576415
LC200967	2015-09-01	2015.666000	2015.666000	2015.729792
LC200968	2015-09-01	2015.666000	2015.666000	2015.729790
NODE_0002358	2014-09-03	2014.673570	2014.294404	2015.068623
NODE_0002020	2015-01-13	2015.035383	2014.686131	2015.372636
KX789266	2015-09-27	2015.737000	2015.673707	2015.737000
KY618804	2015-09-18	2015.715000	2015.715000	2015.715000
NODE_0002361	2014-11-09	2014.856548	2014.478425	2015.240069
NODE_0002362	2015-02-20	2015.137507	2014.815958	2015.405913
MH341107	2015-07-01	2015.496000	2015.496000	2015.569467
MH341108	2015-07-01	2015.496000	2015.496000	2015.562341
NODE_0002365	2014-12-30	2014.995320	2014.693192	2015.281813
NODE_0002014	2015-05-11	2015.358491	2015.077601	2015.542750
MH341109	2015-08-23	2015.642580	2015.581000	2015.655000
MH341110	2015-08-22	2015.639936	2015.581000	2015.655000
NODE_0002015	2015-04-28	2015.322914	2015.003002	2015.576999
LC413955	2015-06-16	2015.455150	2015.000000	2015.997000
NODE_0002368	2015-07-03	2015.501967	2015.248685	2015.606726
LC107895	2015-08-14	2015.619000	2015.619000	2015.619000
LC107893	2015-08-17	2015.627000	2015.627000	2015.627000
NODE_0002684	2013-03-10	2013.186888	2012.574828	2013.838087
KT036448	2014-01-01	2014.000000	2014.000000	2014.629183
NODE_0002272	2013-04-30	2013.327964	2012.775082	2013.886526
NODE_0002276	2013-08-19	2013.630798	2013.157185	2014.146140
NODE_0001934	2014-03-04	2014.171491	2013.841615	2014.356630
KY767824	2014-05-17	2014.375000	2014.375000	2014.375000
NODE_0002278	2014-06-20	2014.468000	2014.173869	2014.468000
KY767826	2014-06-20	2014.468000	2014.468000	2014.468000
KT959201	2014-07-01	2014.496000	2014.496000	2014.558899
NODE_0002279	2013-12-15	2013.955567	2013.495122	2014.403770
NODE_0001931	2014-06-06	2014.429039	2014.063738	2014.722814
KT285483	2014-10-07	2014.767000	2014.767000	2014.767000
KT280496	2014-11-18	2014.882000	2014.882000	2014.882000
NODE_0002281	2014-03-20	2014.214609	2013.772250	2014.553000
NODE_0002282	2014-06-02	2014.417091	2014.063137	2014.578000
MW697454	2014-07-05	2014.507000	2014.507000	2014.570366
KP455157	2014-12-30	2014.997000	2014.550420	2014.997000
NODE_0002288	2014-07-12	2014.526359	2014.215668	2014.553000
KT762424	2014-07-21	2014.553000	2014.553000	2014.553000
NODE_0002289	2014-09-10	2014.693000	2014.450334	2014.693000
KT803592	2014-09-10	2014.693000	2014.693000	2014.693000
KT280500	2014-09-20	2014.718000	2014.718000	2014.718000
NODE_0002290	2013-06-07	2013.432188	2012.972143	2013.891542
KP455145	2014-01-01	2014.000000	2014.000000	2014.527727
NODE_0001940	2013-08-01	2013.581200	2013.153318	2014.004701
NODE_0002307	2013-09-15	2013.706554	2013.237408	2014.191384
KT762415	2014-06-12	2014.444000	2014.444000	2014.444000
NODE_0002308	2013-10-24	2013.811905	2013.413646	2014.263108
NODE_0002309	2014-01-31	2014.082941	2013.798727	2014.360509
KT762420	2014-07-02	2014.501000	2014.501000	2014.501000
NODE_0002310	2014-05-29	2014.408000	2014.124836	2014.408000
KT762409	2014-05-29	2014.408000	2014.408000	2014.408000
KT762417	2014-06-20	2014.468000	2014.468000	2014.468000
NODE_0002311	2013-11-24	2013.898008	2013.571630	2014.269025
NODE_0001956	2014-04-27	2014.319864	2014.050437	2014.433000
KT803598	2014-09-17	2014.712000	2014.712000	2014.712000
KT762411	2014-06-08	2014.433000	2014.433000	2014.433000
NODE_0002319	2013-12-30	2013.995935	2013.738727	2014.284128
KT762418	2014-06-20	2014.468000	2014.468000	2014.468000
NODE_0002321	2014-01-26	2014.069927	2013.853105	2014.297224
KT762408	2014-05-21	2014.384000	2014.384000	2014.384000
NODE_0002322	2014-02-16	2014.127270	2013.929714	2014.313464
NODE_0001957	2014-07-01	2014.496246	2014.318462	2014.578000
KT959199	2014-07-20	2014.550137	2014.496000	2014.578000
KT959200	2014-07-20	2014.550137	2014.496000	2014.578000
NODE_0002324	2014-03-12	2014.194127	2013.992580	2014.354401
KY767822	2014-07-22	2014.556000	2014.556000	2014.556000
NODE_0002325	2014-03-31	2014.244654	2014.037582	2014.414707
KT280497	2014-10-20	2014.800000	2014.800000	2014.800000
NODE_0002326	2014-07-06	2014.510000	2014.249350	2014.510000
KT803599	2014-09-27	2014.737000	2014.737000	2014.737000
KT762422	2014-07-06	2014.510000	2014.510000	2014.510000
NODE_0002719	2013-08-29	2013.660261	2013.296807	2014.017446
NODE_0001944	2013-12-02	2013.918542	2013.571363	2014.257431
NODE_0002293	2014-02-14	2014.120861	2013.839093	2014.408338
KT873560	2014-11-16	2014.874000	2014.874000	2014.874000
NODE_0001945	2014-06-30	2014.495665	2014.234381	2014.640051
KP114664	2014-09-01	2014.668000	2014.668000	2014.668000
NODE_0002295	2014-09-22	2014.726000	2014.480499	2014.726000
KT803596	2014-09-25	2014.734000	2014.734000	2014.734000
KT803594	2014-09-22	2014.726000	2014.726000	2014.726000
NODE_0001948	2014-03-02	2014.165878	2013.911641	2014.290000
KT762423	2014-07-21	2014.551000	2014.551000	2014.551000
KT762406	2014-04-16	2014.290000	2014.290000	2014.290000
NODE_0001950	2014-05-17	2014.374606	2014.135181	2014.584298
KT873557	2014-10-25	2014.816000	2014.816000	2014.816000
NODE_0002301	2014-06-23	2014.475365	2014.282898	2014.633283
NODE_0002303	2014-09-28	2014.740000	2014.499905	2014.740000
KT873563	2014-09-28	2014.740000	2014.740000	2014.740000
KT873561	2014-10-26	2014.819000	2014.819000	2014.819000
NODE_0001953	2014-10-05	2014.759000	2014.608680	2014.759000
KT873558	2014-10-05	2014.759000	2014.759000	2014.759000
KT873559	2014-11-07	2014.852000	2014.852000	2014.852000
NODE_0001965	2013-12-23	2013.976524	2013.691980	2014.240893
KT762413	2014-06-09	2014.436000	2014.436000	2014.436000
NODE_0002328	2014-05-30	2014.409280	2013.859135	2014.986556
NODE_0002329	2014-11-03	2014.839474	2014.394175	2015.170613
LC203553	2015-01-01	2015.000000	2015.000000	2015.433040
NODE_0002330	2014-12-26	2014.985486	2014.553270	2015.400991
LC203573	2015-05-06	2015.342893	2015.000000	2015.997000
LC203577	2015-08-23	2015.641670	2015.000000	2015.997000
NODE_0002331	2014-08-24	2014.644365	2014.241193	2015.014382
NODE_0001973	2015-01-01	2015.000834	2014.810188	2015.503949
LC203563	2015-07-03	2015.503785	2015.000000	2015.997000
LC203559	2015-03-18	2015.210579	2015.000000	2015.997000
LC203551	2015-03-18	2015.210579	2015.000000	2015.997000
NODE_0002333	2014-10-20	2014.800840	2014.463892	2015.098296
NODE_0001967	2015-01-27	2015.072179	2014.933265	2015.555908
LC203548	2015-05-05	2015.340865	2015.000000	2015.997000
LC203541	2015-05-05	2015.340292	2015.000000	2015.997000
LC203546	2015-05-05	2015.340292	2015.000000	2015.997000
LC203540	2015-05-05	2015.340292	2015.000000	2015.997000
NODE_0002335	2014-12-05	2014.927461	2014.593955	2015.258932
LC203566	2015-07-13	2015.530485	2015.000000	2015.997000
NODE_0001977	2015-03-21	2015.218204	2014.938846	2015.565498
LC203558	2015-06-04	2015.423670	2015.000000	2015.997000
LC203576	2015-06-04	2015.423122	2015.000000	2015.997000
LC203543	2015-06-04	2015.423122	2015.000000	2015.997000
LC203574	2015-06-04	2015.423122	2015.000000	2015.997000
LC203549	2015-06-04	2015.423122	2015.000000	2015.997000
LC203557	2015-06-04	2015.423122	2015.000000	2015.997000
LC203569	2015-06-04	2015.423122	2015.000000	2015.997000
NODE_0002073	2012-06-15	2012.453936	2011.803079	2013.229781
NODE_0002076	2013-01-01	2013.000834	2012.510611	2013.566601
MF045422	2013-01-02	2013.003908	2013.000000	2013.997000
NODE_0002405	2013-02-06	2013.099354	2012.680530	2013.649441
KT873556	2014-10-18	2014.797000	2014.797000	2014.797000
NODE_0002078	2015-09-01	2015.666907	2015.474061	2015.745000
LC200958	2015-09-20	2015.720509	2015.666000	2015.745000
LC200965	2015-09-20	2015.720509	2015.666000	2015.745000
NODE_0002754	2012-07-31	2012.579733	2012.032463	2013.251130
NODE_0002399	2014-03-17	2014.208000	2013.648069	2014.208000
KT762404	2014-03-17	2014.208000	2014.208000	2014.208000
KT762405	2014-03-19	2014.211000	2014.211000	2014.211000
NODE_0002079	2012-11-06	2012.849607	2012.246214	2013.577355
NODE_0002080	2015-06-25	2015.481720	2014.974985	2015.708430
LC481220	2015-10-06	2015.764000	2015.764000	2015.764000
LC481221	2015-10-11	2015.778000	2015.778000	2015.778000
NODE_0002081	2013-01-28	2013.075779	2012.449412	2013.820904
NODE_0002082	2014-05-04	2014.338266	2013.906450	2014.662203
KT873553	2014-10-06	2014.762000	2014.762000	2014.762000
NODE_0002763	2014-08-05	2014.592043	2014.265098	2014.745000
KT873552	2014-09-29	2014.745000	2014.745000	2014.745000
KT873554	2014-10-26	2014.819000	2014.819000	2014.819000
NODE_0002084	2013-03-30	2013.243071	2012.596653	2014.034580
NODE_0002085	2013-06-09	2013.435617	2012.851716	2014.171103
KP657745	2014-10-20	2014.800000	2014.800000	2014.800000
NODE_0002086	2013-10-31	2013.832666	2013.248451	2014.556817
NODE_0002415	2014-02-01	2014.085556	2013.607362	2014.812907
NODE_0002088	2015-11-11	2015.860998	2015.085782	2016.535570
MH250147	2017-09-01	2017.666000	2017.666000	2017.666000
NODE_0002089	2017-03-19	2017.211418	2016.682918	2017.509513
MH250146	2017-09-01	2017.666000	2017.666000	2017.666000
MH250148	2017-09-01	2017.666000	2017.666000	2017.666000
NODE_0002090	2016-01-27	2016.072179	2015.678283	2016.764393
KY042031	2016-06-06	2016.430428	2016.000000	2016.997000
KY042028	2016-06-06	2016.429745	2016.000000	2016.997000
KY042030	2016-06-06	2016.429745	2016.000000	2016.997000
KY042032	2016-06-06	2016.429745	2016.000000	2016.997000
NODE_0002093	2014-01-16	2014.043402	2013.503506	2014.720581
NODE_0002118	2014-12-10	2014.941935	2014.476642	2015.404841
MK521595	2016-06-26	2016.486000	2016.486000	2016.486000
MW731828	2016-06-03	2016.423000	2016.423000	2016.487231
NODE_0002421	2014-03-20	2014.214990	2013.780660	2014.800042
NODE_0002422	2014-09-07	2014.682440	2013.850036	2015.729421
NODE_0002100	2016-01-27	2016.071139	2015.543137	2016.396994
MT791933	2016-06-30	2016.497000	2016.497000	2016.497000
NODE_0002424	2016-06-23	2016.478000	2016.115218	2016.478000
MT795865	2016-06-23	2016.478000	2016.478000	2016.478000
MT795866	2016-06-30	2016.495000	2016.495000	2016.495000
NODE_0002425	2014-12-31	2014.998235	2014.379380	2015.735000
NODE_0002426	2015-07-01	2015.497220	2014.922715	2016.039839
NODE_0002427	2016-01-17	2016.044000	2015.541273	2016.044000
MN403142	2016-01-17	2016.044000	2016.044000	2016.044000
MN403267	2017-10-05	2017.759000	2017.759000	2017.759000
NODE_0002428	2015-09-17	2015.710639	2015.278307	2016.072341
MN403239	2016-05-09	2016.355000	2016.355000	2016.355000
NODE_0002429	2015-11-22	2015.891268	2015.544017	2016.178401
MH674138	2016-08-21	2016.639000	2016.639000	2016.639000
MN403229	2016-03-06	2016.180000	2016.180000	2016.180000
NODE_0002104	2015-04-20	2015.298646	2014.748974	2015.938889
NODE_0002436	2016-02-13	2016.117847	2015.488058	2016.514962
MH307403	2016-09-11	2016.694000	2016.694000	2016.694000
MT791928	2016-09-24	2016.732000	2016.732000	2016.732000
NODE_0002106	2015-09-18	2015.715008	2015.226104	2016.289958
NODE_0002438	2016-08-01	2016.582246	2016.106917	2016.635122
MW731830	2016-08-01	2016.582000	2016.582000	2016.655192
MW731845	2016-08-01	2016.582000	2016.582000	2016.655192
NODE_0002108	2016-01-08	2016.020500	2015.564300	2016.536138
MH138302	2016-09-28	2016.743000	2016.743000	2016.743000
NODE_0002109	2016-04-01	2016.250324	2015.818184	2016.721612
NODE_0002110	2018-04-19	2018.296429	2017.961878	2018.491590
LC515238	2018-10-05	2018.759000	2018.759000	2018.759000
LC627043	2018-10-05	2018.759000	2018.759000	2018.759000
NODE_0002111	2017-01-06	2017.014310	2016.584796	2017.472832
NODE_0002115	2017-02-22	2017.143502	2016.755936	2017.594458
LC515240	2018-10-21	2018.803000	2018.803000	2018.803000
LC627050	2018-10-10	2018.773000	2018.773000	2018.773000
NODE_0002444	2017-05-02	2017.331550	2016.823726	2017.844271
LC515245	2018-11-02	2018.838000	2018.838000	2018.838000
NODE_0002446	2018-01-22	2018.059135	2017.460083	2018.487948
LC627045	2018-10-10	2018.775000	2018.775000	2018.775000
NODE_0002448	2018-10-15	2018.789000	2018.330770	2018.789000
LC627047	2018-10-15	2018.789000	2018.789000	2018.789000
LC627046	2018-10-21	2018.805000	2018.805000	2018.805000
NODE_0002449	2014-05-02	2014.331908	2013.957694	2014.824272
NODE_0002452	2014-07-30	2014.575590	2014.172631	2015.055373
MN403141	2016-01-03	2016.008000	2016.008000	2016.008000
NODE_0002096	2015-08-26	2015.650663	2015.208712	2015.906173
MN403145	2016-01-06	2016.016000	2016.016000	2016.016000
MN403144	2016-01-25	2016.066000	2016.066000	2016.066000
NODE_0002119	2014-10-15	2014.786930	2014.368328	2015.344388
NODE_0002120	2015-02-28	2015.160743	2014.743853	2015.689931
MW006087	2016-08-05	2016.593000	2016.593000	2016.593000
NODE_0002121	2015-06-27	2015.486896	2015.058922	2015.977244
LC515239	2018-10-05	2018.759000	2018.759000	2018.759000
MN699281	2017-10-28	2017.822000	2017.822000	2017.822000
NODE_0002801	2014-12-24	2014.979520	2014.303916	2015.716389
NODE_0002127	2015-10-21	2015.804899	2015.194142	2016.413780
MZ062096	2018-10-01	2018.748000	2018.748000	2018.748000
MW006088	2016-07-22	2016.557000	2016.557000	2016.557000
NODE_0002458	2015-02-14	2015.120673	2014.573090	2015.721035
NODE_0002460	2015-09-10	2015.691532	2015.105658	2016.250692
MW006090	2016-07-06	2016.511000	2016.511000	2016.511000
NODE_0002463	2015-11-27	2015.904901	2015.446826	2016.275612
MK521620	2016-09-01	2016.667000	2016.667000	2016.667000
NODE_0002464	2016-03-20	2016.218307	2015.842825	2016.451616
MW006091	2016-06-30	2016.497000	2016.497000	2016.497000
NODE_0002123	2016-07-15	2016.538000	2016.325565	2016.538000
MW006092	2016-07-15	2016.538000	2016.538000	2016.538000
MW006089	2016-07-17	2016.541000	2016.541000	2016.541000
NODE_0002129	2015-05-02	2015.333606	2014.801743	2015.911500
NODE_0002815	2015-06-25	2015.480024	2015.061597	2015.945093
MK521607	2016-07-27	2016.571000	2016.571000	2016.571000
NODE_0002467	2015-08-27	2015.654714	2015.292153	2016.037974
NODE_0002470	2015-11-05	2015.844248	2015.538279	2016.128963
MK521597	2016-07-03	2016.505000	2016.505000	2016.505000
NODE_0002471	2016-02-13	2016.119931	2015.797065	2016.382686
MK521621	2016-07-06	2016.511000	2016.511000	2016.511000
NODE_0002472	2016-05-10	2016.355967	2016.032527	2016.536000
MK521599	2016-07-15	2016.536000	2016.536000	2016.536000
NODE_0002473	2016-06-24	2016.479467	2016.267575	2016.552000
MK521601	2016-07-21	2016.552000	2016.552000	2016.552000
NODE_0002475	2016-07-23	2016.560000	2016.414941	2016.560000
MK521604	2016-07-25	2016.563000	2016.563000	2016.563000
MK521625	2016-07-23	2016.560000	2016.560000	2016.560000
NODE_0002476	2015-10-30	2015.829881	2015.522845	2016.126225
NODE_0002140	2016-07-04	2016.506231	2016.259250	2016.608409
MK521614	2016-08-17	2016.626000	2016.626000	2016.626000
MK521616	2016-08-25	2016.648000	2016.648000	2016.648000
NODE_0002478	2016-02-22	2016.144600	2015.767722	2016.476760
MK521619	2016-08-24	2016.645000	2016.645000	2016.645000
NODE_0002479	2016-05-18	2016.378262	2016.059452	2016.546000
NODE_0002481	2016-08-09	2016.604000	2016.357604	2016.604000
MK521610	2016-08-09	2016.604000	2016.604000	2016.604000
MK521618	2016-08-28	2016.658000	2016.658000	2016.658000
NODE_0002482	2016-07-18	2016.546000	2016.332653	2016.546000
MK521613	2016-08-14	2016.620000	2016.620000	2016.620000
MK521623	2016-07-18	2016.546000	2016.546000	2016.546000
NODE_0002143	2015-07-22	2015.554974	2015.073192	2016.067922
NODE_0002845	2015-09-07	2015.682918	2015.296845	2016.101286
MK521617	2016-08-22	2016.642000	2016.642000	2016.642000
NODE_0002846	2015-10-27	2015.820459	2015.511980	2016.146336
NODE_0002158	2016-03-07	2016.181900	2015.885045	2016.413378
MK521598	2016-07-12	2016.530000	2016.530000	2016.530000
MK521615	2016-08-20	2016.634000	2016.634000	2016.634000
NODE_0002153	2016-03-31	2016.248000	2015.947630	2016.459481
MK521600	2016-07-18	2016.544000	2016.544000	2016.544000
MK521609	2016-08-01	2016.582000	2016.582000	2016.582000
NODE_0002486	2015-09-02	2015.670450	2015.281903	2016.085081
MK521603	2016-07-25	2016.563000	2016.563000	2016.563000
NODE_0002487	2015-10-24	2015.811878	2015.397848	2016.230974
NODE_0002159	2016-04-13	2016.282969	2015.973037	2016.451000
MK521596	2016-06-14	2016.451000	2016.451000	2016.451000
NODE_0002489	2016-05-24	2016.395568	2016.187371	2016.467000
MK521592	2016-06-19	2016.467000	2016.467000	2016.467000
NODE_0002490	2016-06-21	2016.470000	2016.330851	2016.470000
MK521594	2016-06-22	2016.473000	2016.473000	2016.473000
MK521593	2016-06-21	2016.470000	2016.470000	2016.470000
NODE_0002492	2015-12-12	2015.947764	2015.628566	2016.263041
MK521612	2016-08-17	2016.628000	2016.628000	2016.628000
NODE_0002493	2016-01-21	2016.057004	2015.805903	2016.283725
NODE_0002494	2016-05-18	2016.378052	2016.056219	2016.544000
MK521622	2016-07-18	2016.544000	2016.544000	2016.544000
NODE_0002497	2016-07-18	2016.544000	2016.326540	2016.544000
MK521606	2016-07-18	2016.544000	2016.544000	2016.544000
MK521624	2016-07-22	2016.557000	2016.557000	2016.557000
NODE_0002498	2016-02-21	2016.140739	2015.919276	2016.319950
MK521605	2016-07-22	2016.555000	2016.555000	2016.555000
NODE_0002500	2016-04-08	2016.269526	2016.057749	2016.434044
MK521608	2016-08-01	2016.582000	2016.582000	2016.582000
NODE_0002501	2016-05-28	2016.404640	2016.158028	2016.563000
MK521626	2016-07-25	2016.563000	2016.563000	2016.563000
NODE_0002502	2016-07-01	2016.498889	2016.329911	2016.566000
MK521602	2016-07-27	2016.571000	2016.571000	2016.571000
NODE_0002504	2016-07-26	2016.566000	2016.447137	2016.566000
MK521611	2016-08-11	2016.612000	2016.612000	2016.612000
MK521627	2016-07-26	2016.566000	2016.566000	2016.566000
NODE_0002505	2013-05-09	2013.351738	2012.800639	2014.043075
NODE_0002506	2014-06-30	2014.493805	2013.731621	2014.995427
LC203578	2015-01-01	2015.000000	2015.000000	2015.740678
NODE_0002508	2014-11-25	2014.900322	2014.163942	2015.304339
LC413952	2015-08-26	2015.651020	2015.000000	2015.773000
LC413953	2015-01-01	2015.000000	2015.000000	2015.475393
NODE_0002165	2013-07-04	2013.506587	2012.941292	2014.209159
NODE_0002166	2013-10-23	2013.810036	2013.282543	2014.514444
NODE_0002167	2015-11-14	2015.870062	2015.348902	2016.236376
KX830927	2016-07-30	2016.579000	2016.512598	2016.579000
MT795863	2016-07-14	2016.533000	2016.533000	2016.533000
NODE_0002168	2014-10-17	2014.794424	2014.206024	2015.461343
NODE_0002169	2016-01-03	2016.007531	2015.499581	2016.376094
MK216565	2016-09-01	2016.667000	2016.667000	2016.737654
MW731839	2016-08-31	2016.664000	2016.597656	2016.664000
NODE_0002170	2015-06-29	2015.492546	2014.912214	2016.112384
NODE_0002171	2016-07-27	2016.569177	2016.039098	2017.052355
